,user_id,company_name,company_type,industry,latest_title,intro,currently_employed
86,ccb0760f-2349-11ea-bc03-74d02b9c93aa,Avavee,Companies Limited By Guarantee,,Human Resources Assistant IV,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",True
88,ccb07611-2349-11ea-8116-74d02b9c93aa,Wikibox,Companies Limited By Guarantee,Health Care,GIS Technical Architect,In congue. Etiam justo. Etiam pretium iaculis justo.,True
91,ccb07614-2349-11ea-aed7-74d02b9c93aa,Leexo,One Person Company,Miscellaneous,Biostatistician I,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",False
92,ccb07615-2349-11ea-991a-74d02b9c93aa,Plambee,Registered or Incorporated Companies,Consumer Services,Registered Nurse,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",True
93,ccb07616-2349-11ea-af98-74d02b9c93aa,Voonder,Private Company,Consumer Non-Durables,Chemical Engineer,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,True
94,ccb07617-2349-11ea-a891-74d02b9c93aa,Divanoodle,One Person Company,Health Care,Biostatistician I,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",True
95,ccb07618-2349-11ea-b6e9-74d02b9c93aa,Edgepulse,Public Company,,Senior Developer,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",False
96,ccb07619-2349-11ea-ad4b-74d02b9c93aa,Zazio,Statutory Companies,Transportation,Assistant Manager,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",False
97,ccb0761a-2349-11ea-826b-74d02b9c93aa,Mydeo,Unlimited Companies,Consumer Services,Media Manager III,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",True
98,ccb0761b-2349-11ea-958d-74d02b9c93aa,Eire,Companies Limited By Guarantee,Technology,Administrative Officer,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",True
99,ccb0761c-2349-11ea-baa6-74d02b9c93aa,Skiptube,One Person Company,,Staff Accountant IV,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",True
100,ccb0761d-2349-11ea-8045-74d02b9c93aa,Trunyx,Companies Limited By Shares,Energy,Software Engineer I,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",True
101,ccb0761e-2349-11ea-89af-74d02b9c93aa,Flipopia,Public Company,Energy,VP Marketing,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",True
102,ccb0761f-2349-11ea-a992-74d02b9c93aa,Youbridge,Companies Limited By Guarantee,Consumer Durables,Marketing Assistant,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",True
105,ccb07622-2349-11ea-8293-74d02b9c93aa,Yamia,Unlimited Companies,Transportation,Data Coordiator,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",True
106,ccb07623-2349-11ea-9f97-74d02b9c93aa,Eimbee,Public Company,Finance,Marketing Manager,In congue. Etiam justo. Etiam pretium iaculis justo.,True
107,ccb07624-2349-11ea-887b-74d02b9c93aa,Livetube,Private Company,Technology,Health Coach III,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",False
108,ccb07625-2349-11ea-b8d4-74d02b9c93aa,Skynoodle,Companies Limited By Guarantee,Finance,Engineer III,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",True
109,ccb07626-2349-11ea-965a-74d02b9c93aa,Gabcube,Public Company,Public Utilities,Legal Assistant,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",True
110,ccb07627-2349-11ea-80c6-74d02b9c93aa,Cogibox,Companies Limited By Guarantee,Basic Industries,Nurse,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",True
111,ccb07628-2349-11ea-91e8-74d02b9c93aa,Skimia,Private Company,Technology,Environmental Tech,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",True
112,ccb07629-2349-11ea-b738-74d02b9c93aa,Demizz,Companies Limited By Shares,Capital Goods,Professor,Phasellus in felis. Donec semper sapien a libero. Nam dui.,True
113,ccb0762a-2349-11ea-a976-74d02b9c93aa,Meejo,Companies Limited By Shares,Finance,Associate Professor,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",True
114,ccb0762b-2349-11ea-93b1-74d02b9c93aa,Geba,Registered or Incorporated Companies,,Account Executive,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,True
115,ccb0762c-2349-11ea-bc36-74d02b9c93aa,Skidoo,Public Company,Consumer Non-Durables,Quality Engineer,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,True
118,ccb0762f-2349-11ea-b3a0-74d02b9c93aa,Yakijo,Private Company,Technology,Structural Engineer,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",True
119,ccb07630-2349-11ea-b97a-74d02b9c93aa,Layo,Public Company,Miscellaneous,Software Engineer II,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",True
120,ccb07631-2349-11ea-bf75-74d02b9c93aa,Livetube,Royal Chartered Companies,Consumer Services,Research Associate,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",False
121,ccb07632-2349-11ea-9947-74d02b9c93aa,Browsebug,Royal Chartered Companies,Consumer Services,Tax Accountant,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",True
122,ccb07633-2349-11ea-a345-74d02b9c93aa,Jayo,Public Company,,Tax Accountant,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",True
123,ccb07634-2349-11ea-9d91-74d02b9c93aa,Jayo,Unlimited Companies,Technology,Office Assistant II,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",False
124,ccb07635-2349-11ea-b557-74d02b9c93aa,Eayo,Companies Limited By Guarantee,Consumer Services,Compensation Analyst,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",True
126,ccb07637-2349-11ea-ad8a-74d02b9c93aa,Skipfire,Unlimited Companies,,Web Developer III,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",True
127,ccb07638-2349-11ea-825b-74d02b9c93aa,Fivebridge,Public Company,Finance,Operator,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",True
128,ccb07639-2349-11ea-b270-74d02b9c93aa,Devify,One Person Company,,Research Assistant I,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",True
130,ccb0763b-2349-11ea-a561-74d02b9c93aa,Thoughtbridge,Statutory Companies,Health Care,Environmental Specialist,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",True
131,ccb0763c-2349-11ea-9ccb-74d02b9c93aa,Voonix,Private Company,Energy,Technical Writer,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",True
132,ccb0763d-2349-11ea-8536-74d02b9c93aa,Gigazoom,Registered or Incorporated Companies,,Professor,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",True
133,ccb0763e-2349-11ea-88de-74d02b9c93aa,Skinix,Statutory Companies,Finance,Paralegal,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",True
134,ccb0763f-2349-11ea-b639-74d02b9c93aa,Rhyzio,Companies Limited By Shares,Health Care,Editor,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,False
136,ccb07641-2349-11ea-b1b9-74d02b9c93aa,Cogilith,One Person Company,Health Care,Structural Engineer,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,True
137,ccb07642-2349-11ea-931d-74d02b9c93aa,Vidoo,One Person Company,,Web Designer I,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",True
138,ccb07643-2349-11ea-8aae-74d02b9c93aa,Leenti,Statutory Companies,Capital Goods,Quality Control Specialist,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",False
139,ccb07644-2349-11ea-8968-74d02b9c93aa,Mycat,Companies Limited By Shares,Public Utilities,VP Product Management,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",True
140,ccb07645-2349-11ea-9ab5-74d02b9c93aa,Lajo,Registered or Incorporated Companies,,Associate Professor,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",True
141,ccb07646-2349-11ea-b0c9-74d02b9c93aa,Agimba,Public Company,,Project Manager,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",True
142,ccb07647-2349-11ea-9ae9-74d02b9c93aa,Zoomzone,Companies Limited By Guarantee,,Staff Scientist,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",True
144,ccb07649-2349-11ea-85e9-74d02b9c93aa,Youspan,Public Company,Technology,Director of Sales,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",False
145,ccb0764a-2349-11ea-be2f-74d02b9c93aa,Zoomzone,Companies Limited By Shares,Finance,Marketing Assistant,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",True
146,ccb0764b-2349-11ea-824a-74d02b9c93aa,Twimbo,Companies Limited By Guarantee,,Help Desk Operator,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",False
